# Fable TLC RTTI class dump (Steam Fable.exe, image base 0x400000)
# Source: fabletlcmod.com forum th=9198 (EternalNoob, 2012), goto=66825
# 2090 classes. Columns: VFT<TAB>flags<TAB>class<TAB>bases<TAB>rtti_kind
# rtti_kind: SI single / MI multiple / VI virtual inheritance (MSVC RTTI).
VFT	flags	class	bases	rtti_kind
012A676C	0028	CEngineInternalPrimitiveText	CEngineInternalPrimitiveBase, CEnginePersistentPrimitiveBase, CIVCountedPointeeBase	SI
012A6B24	0028	CEngineInternalPrimitiveWeaponTrail	CEngineInternalPrimitiveBase, CEnginePersistentPrimitiveBase, CIVCountedPointeeBase	SI
012A570C	0028	CEngineInternalPrimitiveWeatherMask	CEngineInternalPrimitiveBase, CEnginePersistentPrimitiveBase, CIVCountedPointeeBase	SI
012A8228	0005	CEngineLandscapeFreeableResource	CMovableResource	SI
012A7D6C	0004	CEngineLandscapeMap	CMovableResource	SI
012A7CA8	0004	CEngineLandscapeMemoryManager		MI
012A7FB8	0001	CEngineLandscapeMeshBuilder	CBaseClassNonCopyable, CBaseClass	SI
012A8200	0004	CEngineLandscapePatch	CMovableResource	SI
012A2B54	0013	CEngineLandscapeRenderer	CEngineComponent	SI
012A0F04	0002	CEngineLayerRenderer	CBaseClassNonCopyable, CBaseClass	SI
012A223C	0013	CEngineLightingManager		MI
012A2588	0013	CEngineLocalDetailGenerator	CEngineComponent	SI
01233674	0025	CEngineLocalDetailGeneratorDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012362E4	0025	CEngineLocalDetailLayerDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123634C	0025	CEngineLocalDetailObjectDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01231584	0001	CEngineManager	CTBaseSingleton<CEngineManager>	SI
0123982C	0002	CEngineMeshEffect	CIVCountedPointeeBase	SI
0126ADE0	0002	CEngineMeshEffectDistanceFade	CEngineMeshEffect, CIVCountedPointeeBase	SI
01239848	0002	CEngineMeshEffectOutlineBase	CEngineMeshEffect, CIVCountedPointeeBase	SI
01239854	0002	CEngineMeshEffectOutlineSmooth	CEngineMeshEffectOutlineBase, CEngineMeshEffect, CIVCountedPointeeBase	SI
012A3CD0	0013	CEngineOcclusionManager	CEngineComponent	SI
012A56BC	0002	CEngineParticleSimulationRenderData	CParticleSimulationRenderData, CBaseClassNonCopyable, CBaseClass	SI
012A3D60	0005	CEnginePersistentPrimitiveBase	CIVCountedPointeeBase	SI
012A7ED8	0013	CEnginePrimitive2DViewportManager	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A1A78	0013	CEnginePrimitiveAttachmentManager		MI
012A65D4	0013	CEnginePrimitiveChangerManager	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A66AC	0013	CEnginePrimitiveGroupManager	CEnginePrimitiveManagerOcclusionBase, CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
0122F598	0001	CEnginePrimitiveHandle	CBaseClass	SI
012A53E8	0013	CEnginePrimitiveManager	CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A7964	0013	CEnginePrimitiveManager2DAnimatedMeshes	CEnginePrimitiveManagerAnimatedMeshesBase, CEnginePrimitiveManagerMeshBase, CEnginePrimitiveManagerOcclusionBase, CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A22D0	0013	CEnginePrimitiveManager2DParticleGroup	CEnginePrimitiveManagerParticleGroup, CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A5664	0015	CEnginePrimitiveManager2DSprites	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A5160	0013	CEnginePrimitiveManager2DStaticMeshes	CEnginePrimitiveManagerStaticMeshesBase, CEnginePrimitiveManagerMeshBase, CEnginePrimitiveManagerOcclusionBase, CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A7914	0013	CEnginePrimitiveManagerAnimatedMeshes	CEnginePrimitiveManagerAnimatedMeshesBase, CEnginePrimitiveManagerMeshBase, CEnginePrimitiveManagerOcclusionBase, CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A78DC	0013	CEnginePrimitiveManagerAnimatedMeshesBase	CEnginePrimitiveManagerMeshBase, CEnginePrimitiveManagerOcclusionBase, CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A5B6C	0013	CEnginePrimitiveManagerDecal	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A6C18	0013	CEnginePrimitiveManagerFlareSprites	CEnginePrimitiveManagerSprites, CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A6990	0013	CEnginePrimitiveManagerLines	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A815C	0013	CEnginePrimitiveManagerMeshBase	CEnginePrimitiveManagerOcclusionBase, CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A3E14	0013	CEnginePrimitiveManagerOcclusionBase	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A5998	0013	CEnginePrimitiveManagerParticleDecalGroup	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A5BB8	0013	CEnginePrimitiveManagerParticleGroup	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A6590	0013	CEnginePrimitiveManagerParticleLineGroup	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A63B8	0013	CEnginePrimitiveManagerParticleMeshGroup	CEnginePrimitiveManagerMeshBase, CEnginePrimitiveManagerOcclusionBase, CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A6140	0013	CEnginePrimitiveManagerParticleSpriteGroup	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A5D94	0013	CEnginePrimitiveManagerParticleSpriteTrailGroup	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A3E9C	0013	CEnginePrimitiveManagerRepeatedStaticMeshes	CEnginePrimitiveManagerMeshBase, CEnginePrimitiveManagerOcclusionBase, CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A5314	0013	CEnginePrimitiveManagerRepeatedZSprites	CEnginePrimitiveManagerOcclusionBase, CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A55B4	0013	CEnginePrimitiveManagerSprites	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A6A10	0013	CEnginePrimitiveManagerSpriteTrails	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A5114	0013	CEnginePrimitiveManagerStaticMeshes	CEnginePrimitiveManagerStaticMeshesBase, CEnginePrimitiveManagerMeshBase, CEnginePrimitiveManagerOcclusionBase, CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A50DC	0013	CEnginePrimitiveManagerStaticMeshesBase	CEnginePrimitiveManagerMeshBase, CEnginePrimitiveManagerOcclusionBase, CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A68B0	0013	CEnginePrimitiveManagerText	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A6AEC	0013	CEnginePrimitiveManagerWeaponTrails	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A5780	0013	CEnginePrimitiveManagerWeatherMask	CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A1308	0013	CEnginePrimitiveOcclusionGroupManager	CEnginePrimitiveManagerOcclusionBase, CEnginePrimitiveManager, CEnginePrimitiveRenderUtil, CBaseClassNonCopyable, CBaseClass	SI
012A1284	0002	CEnginePrimitiveOcclusionInfo	CIVCountedPointeeBase	SI
012A124C	0013	CEnginePrimitiveOcclusionManager	CEngineComponent	SI
012A1348	0013	CEnginePrimitiveRenderer		MI
012A2308	0013	CEnginePrimitiveRenderer2D	CEngineComponent	SI
012A1300	0001	CEnginePrimitiveRendererSharedData	CBaseClassNonCopyable, CBaseClass	SI
012A3BD0	0001	CEnginePrimitiveRenderUtil	CBaseClassNonCopyable, CBaseClass	SI
012A398C	0002	CEnginePrimitiveSimulationInfo	CIVCountedPointeeBase	SI
012A3D14	0013	CEnginePrimitiveTypeInfo	CEngineComponent, CBaseClassNonCopyable, CBaseClass	MI
012A1B34	0001	CEngineResourceManager		MI
012A3E68	0001	CEngineScene	CBaseClassNonCopyable, CBaseClass	SI
012A12E8	0002	CEngineSceneEnumerator	CBaseClassNonCopyable, CBaseClass	SI
012A12F4	0002	CEngineSceneEnumeratorResetVisibilityRatio	CEngineSceneEnumerator, CBaseClassNonCopyable, CBaseClass	SI
012A3E58	0001	CEngineSceneGrid	CBaseClassNonCopyable, CBaseClass	SI
012A3E60	0001	CEngineSceneMap	CBaseClassNonCopyable, CBaseClass	SI
012A534C	0002	CEngineScenePrimitiveStatsEnumerator	CEngineSceneEnumerator, CBaseClassNonCopyable, CBaseClass	SI
012A25CC	0013	CEngineScreenEffectColourFilter	CEngineComponent	SI
012A3A94	0014	CEngineScreenEffectDisplacementRenderer	CEngineComponent	SI
012A27CC	0014	CEngineScreenEffectGlowRenderer	CEngineComponent	SI
012A3B6C	0013	CEngineScreenEffectOutlineGlow	CEngineComponent	SI
012A2658	0014	CEngineScreenEffectRadialBlurRenderer	CEngineComponent	SI
012A2374	0013	CEngineShadowRenderer	CEngineComponent	SI
012A38FC	0009	CEngineSimulationBase	CParticleContext, CBaseClassNonCopyable, CBaseClass	SI
012A394C	0013	CEngineSimulationManager		MI
012A293C	0013	CEngineSkyRenderer	CEngineComponent	SI
012A0E9C	0001	CEngineStateBlockAdditiveAlpha	CStateBlockFunctionBase	SI
012A0EA4	0001	CEngineStateBlockAddSmoothAlpha	CStateBlockFunctionBase	SI
012A0E8C	0001	CEngineStateBlockAlpha	CStateBlockFunctionBase	SI
012A0E94	0001	CEngineStateBlockAlpha2X	CStateBlockFunctionBase	SI
012A0EAC	0001	CEngineStateBlockAlpha2XTFactor	CStateBlockFunctionBase	SI
012A0EBC	0001	CEngineStateBlockDiffuse2X	CStateBlockFunctionBase	SI
012A0EC4	0001	CEngineStateBlockDiffuseEnv2X	CStateBlockFunctionBase	SI
012A0EB4	0001	CEngineStateBlockDiffuseOnly	CStateBlockFunctionBase	SI
012A0ECC	0013	CEngineStateBlocks	CEngineComponent	SI
012A0E7C	0001	CEngineStateBlockSolid	CStateBlockFunctionBase	SI
012A0E84	0001	CEngineStateBlockSolid2X	CStateBlockFunctionBase	SI
012A55AC	0001	CEngineSubPrimitive2DClockSprite	CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A5438	0001	CEngineSubPrimitive2DSprite	CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A7ED0	0001	CEngineSubPrimitive2DViewport	CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A6C5C	0001	CEngineSubPrimitiveAnimatedMesh	CEngineSubPrimitiveMeshBase, CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A3E7C	0001	CEngineSubPrimitiveBase	CBaseClassNonCopyable, CBaseClass	SI
012A3E84	0001	CEngineSubPrimitiveBoundingBox	CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A5ADC	0001	CEngineSubPrimitiveDecal	CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A3E8C	0001	CEngineSubPrimitiveMeshBase	CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A5BB0	0001	CEngineSubPrimitiveParticleGroup	CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A3A28	0013	CEngineSubPrimitiveRenderer		MI
012A3E94	0001	CEngineSubPrimitiveRepeatedStaticMesh	CEngineSubPrimitiveMeshBase, CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A5430	0001	CEngineSubPrimitiveSprite	CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A69D4	0001	CEngineSubPrimitiveSpriteTrail	CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A41C8	0001	CEngineSubPrimitiveStaticMesh	CEngineSubPrimitiveMeshBase, CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A6858	0001	CEngineSubPrimitiveText	CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A6AD0	0001	CEngineSubPrimitiveWeaponTrail	CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A5704	0001	CEngineSubPrimitiveWeatherMask	CEngineSubPrimitiveBase, CBaseClassNonCopyable, CBaseClass	SI
012A1200	0013	CEngineSurfaceCompositionManager		MI
01235194	0025	CEngineThemeDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123512C	0025	CEngineThemeGroupDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012A69EC	0003	CEngineVertexBufferPool	CEngineDynamic3DResourceManager<CEngineDynamic3DResource<CVertexBufferWin32,3>>	SI
012311F4	0025	CEngineVideoOptionsDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012A7D40	0002	CEngineVSConstantLayoutBasic	CVertexShaderConstantLayout, CBaseClass	SI
012A7D24	0002	CEngineVSConstantLayoutLights	CEngineVSConstantLayoutBasic, CVertexShaderConstantLayout, CBaseClass	SI
012A7D04	0002	CEngineVSConstantLayoutLightsBones	CEngineVSConstantLayoutLights, CEngineVSConstantLayoutBasic, CVertexShaderConstantLayout, CBaseClass	SI
012A7CC8	0002	CEngineVSConstantLayoutParticles	CEngineVSConstantLayoutLights, CEngineVSConstantLayoutBasic, CVertexShaderConstantLayout, CBaseClass	SI
012A7CE4	0002	CEngineVSConstantLayoutRepeatedMesh	CEngineVSConstantLayoutBasic, CVertexShaderConstantLayout, CBaseClass	SI
012A8334	0004	CEngineWaterBackgroundSubPatch	CMovableResource	SI
012A3364	0014	CEngineWaterRenderer	CEngineComponent	SI
012A8114	0001	CEngineWaterSettings	CBaseClassNonCopyable, CBaseClass	SI
012A2434	0013	CEngineWeatherRenderer	CEngineComponent	SI
012A2424	0001	CEngineWeatherSettings	CBaseClassNonCopyable, CBaseClass	SI
012A1F50	0013	CEngineWorldMap	CEngineComponent	SI
01233A44	0025	CEntitySoundDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0125D53C	0006	CEnvironment	CIDrawEnvironment, CBaseClassNonCopyable, CBaseClass	SI
012335A4	0025	CEnvironmentDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123360C	0025	CEnvironmentThemeDaySetDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01236244	0025	CEnvironmentThemeDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01242104	0025	CExperienceDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123AD7C	0025	CExplodingObjectDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012425F4	0025	CExplosionDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01232B54	0025	CExplosiveTrailDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01233D1C	0025	CExpressionDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123C2E4	0025	CExpressionSubDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01233B14	0025	CFactionDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0129B874	0002	CFailedAllocationHandler		SI
0129A728	0011	CFileDataInputStream	CDataInputStream, CDataStream, CBaseClassNonCopyable, CBaseClass	SI
0129A6F8	0005	CFileDataOutputStream	CDataOutputStream, CDataStream, CBaseClassNonCopyable, CBaseClass	SI
0129B43C	0001	CFileInstaller	CTBaseSingleton<CFileInstaller>	SI
0123CC3C	0025	CFireballSpellLevelDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012421D4	0002	CFireEffectCreationSet	CInitBaseClass, CBaseClass	SI
0123E584	0025	CFireheartMinigameDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123D7BC	0025	CFishDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012418C4	0025	CFishingDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123DCA4	0025	CFishingRodDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01242984	0025	CFlammableDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0129AB38	0006	CFontBank	CBaseClassNonCopyable, CBaseClass	SI
0129DA5C	0004	CFontBankStateBlock	CBankStateBlock	SI
0129DA84	0020	CFontDataBank	CBankFile, CBaseClassNonCopyable, CBaseClass	SI
0129DA70	0004	CFontDataBankEntry	CBaseClassNonCopyable, CBaseClass	SI
0129BA38	0001	CFontManager	CBaseClassNonCopyable, CBaseClass	SI
0122F168	0002	CFrameRateSmoother	CInitBaseClass, CBaseClass	SI
01230FBC	0025	CFrontEndDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123875C	0002	CFrontendGameComponent		MI
0122E59C	0002	CGame	CInitBaseClass, CBaseClass	SI
01264A8C	0025	CGameCameraBase	CAIGameCameraBase	SI
0125C754	0029	CGameCameraManager	CAIGameCameraBase	SI
0122ECA4	0002	CGameComponent		MI
01232C24	0003	CGameDefinitionManager	CDefinitionManager, CResourceList, CFailedAllocationHandler	SI
01238B54	0001	CGameJoystickManager	CBaseClassNonCopyable, CBaseClass	SI
0125D558	0001	CGameMap	CBaseClassNonCopyable, CBaseClass	SI
0129D288	0002	CGameMapInterface	LHA::CGameMap	SI
01238C58	0003	CGameNavigatorManagerExternalInterface	CNavigatorManagerExternalInterface	SI
01231BDC	0002	CGamePlayerInterface	CInputProcessManager, CBaseClassNonCopyable, CBaseClass	SI
01260F0C	0918	CGameScriptInterface	CGameScriptInterfaceBase, CBaseClassNonCopyable, CBaseClass	SI
0126009C	0917	CGameScriptInterfaceBase	CBaseClassNonCopyable, CBaseClass	SI
012852CC	0079	CGameScriptThing	CScriptThing, CBaseClass	SI
0129C3E4	0006	CGenericVar		SI
0123B8B4	0025	CGiftDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01234C8C	0025	CGlobalDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123D2EC	0025	CGoldDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01301CE4	0001	CGPUScratchBufferTextureManager	CBaseClassNonCopyable, CBaseClass	SI
0129C7E4	0001	CGraphicBankManager	CBaseClassNonCopyable, CBaseClass	SI
0129C888	0004	CGraphicBankStateBlock	CBankStateBlock	SI
0129C938	0001	CGraphicDataBank	CBaseClassNonCopyable, CBaseClass	MI
0129C89C	0011	CGraphicInfoFrame	:CFrameData: CManagedTextureOwner, CResource, CIVCountedPointeeBase	SI
0125EC9C	0025	CGroundNavigatorExternalInterface	CNavigatorExternalInterface	SI
0123C75C	0025	CGuardDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01232A84	0025	CGuildMasterDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123241C	0025	CHairCardDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0129C964	0004	CHandleBasedMemoryPool	CBaseClassNonCopyable, CBaseClass	SI
0123E67C	0025	CHasNameDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01288BEC	0001	CHeightMap	CBaseClassNonCopyable, CBaseClass	SI
01233974	0025	CHeroAbilityDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123BE54	0025	CHeroCentreDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01234CF4	0025	CHeroCombatDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123A904	0025	CHeroDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0124390C	0025	CHeroExperienceDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01232074	0025	CHeroMarriageDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01242BCC	0025	CHeroMorphDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01233CB4	0025	CHeroPostcardGeneratorDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123D92C	0025	CHeroSpecialMovementDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012339DC	0025	CHeroStatsDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0124216C	0025	CHeroSuitDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123234C	0025	CHeroTitleDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123BD14	0025	CHighlightItemDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01234B54	0025	CHitLocationDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01232CB4	0025	CHitLocationsDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01243124	0025	CIdleSchedulerDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0125D4E4	0002	CIDrawEnvironment	CBaseClassNonCopyable, CBaseClass	SI
01272494	0010	CIDrawMap		SI
01238B78	0004	CIDrawWorld		SI
01244284	0012	CIDrawWorldMap		SI
012A0D24	0085	CIEngine	CInitBaseClass, CBaseClass	SI
0122DC6C	0005	CImeUiFont_Base		SI
0129EF2C	0004	CIndexBuffer	CMovableResource	SI
0129A7CC	0002	CInitBaseClass	CBaseClass	SI
0129C784	0002	CInkeyBuffer	CInitBaseClass, CBaseClass	SI
0129C79C	0003	CInputManager	CBaseClass	SI
0129D620	0003	CInputManagerDX	CInputManager, CBaseClass	SI
01237928	0009	CInputProcessBButtonExitMode	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237E50	0009	CInputProcessBetting	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237AB8	0009	CInputProcessBlock	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237DB0	0009	CInputProcessBoastUI	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
012379F0	0009	CInputProcessCameraLookAround	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
012378D8	0009	CInputProcessClickPastText	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
012380B4	0009	CInputProcessCombat	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237F24	0009	CInputProcessConsole	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
012375B4	0009	CInputProcessControlCreature	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
012375DC	0009	CInputProcessControlCreatureActivateZTarget	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237604	0009	CInputProcessControlCreatureActivateZTargetOnPress	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237A40	0009	CInputProcessControlCreatureRightStick	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
012379C8	0009	CInputProcessControlFreeCamera	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
0125D110	0009	CInputProcessControlSpirit	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237F4C	0009	CInputProcessCreatureMovement	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237F74	0009	CInputProcessCreatureMovementWatchForControlAngleChange	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237E28	0009	CInputProcessCreditsUI	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237D10	0009	CInputProcessCutScene	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237A68	0009	CInputProcessCycleSpecialCameraModes	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
0123762C	0009	CInputProcessDead	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237F9C	0009	CInputProcessDebugControls	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237D60	0009	CInputProcessDigging	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237EA0	0009	CInputProcessFireheartMinigame	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237978	0009	CInputProcessFirstPerson	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237A18	0009	CInputProcessFirstPersonLookAround	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237C98	0009	CInputProcessFirstPersonTargeting	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
